,importance
state_tn,0.0
cylinders,0.0005543105731498293
manufacturer_type_ford_sedan,1.0252901072954623e-05
region_albany,4.043009882892523e-05
state_wa,5.05683800611223e-07
state_oh,8.36246494273496e-07
manufacturer_type_chevrolet_sedan,6.963076181218386e-05
manufacturer_type_subaru_SUV,6.066426136625003e-06
paint_color_grey,0.00023755863115104345
type_size_coupe_2,2.0971343377640395e-05
odometerperfuel,0.002076748413083543
state_az,2.476135815832059e-06
manufacturer_nissan,1.8158925189887265e-05
manufacturer_type_nissan_sedan,2.7689871804348343e-06
is_fwd,0.0013011558130367213
drive_4wd,0.0008359908643671421
manufacturer_chevrolet,0.00027133254135480647
manufacturer_dodge,2.9655748003565297e-05
manufacturer_type_buick_sedan,2.392777239139561e-05
type_size_sedan_3,0.00012307675947755004
manufacturer_ford,2.696098585139306e-05
transmission_other,1.001124120914021e-05
type_size_hatchback_2,2.1111671933748966e-05
state_ok,2.16464449303011e-05
manufacturer_type_volkswagen_sedan,1.6335743513118395e-05
yearperfuel,0.0018894659389244303
"region_washington, dc",7.989598283929256e-05
region_boise,1.0713010102664233e-05
manufacturer_mercury,3.842271473764036e-06
manufacturer_type_chevrolet_pickup,0.00013056178047038403
type_size_van_4,1.776330964764483e-05
state_pa,0.00012732251456706086
state_va,0.0
type_van,0.00011192137228738241
manufacturer_type_chevrolet_coupe,9.773485252217995e-07
paint_color_white,0.0003136973450901402
type_size_sedan_4,2.3431159352993447e-05
year,0.0017440085107382618
fuel_diesel,0.0005581369127786238
manufacturer_mazda,1.0273727013565548e-05
region_los angeles,2.3592367937443764e-05
car-age-inverse,0.0010099931043822095
condition_salvage,7.579837445814697e-06
manufacturer_volkswagen,1.7783977729779465e-05
manufacturer_type_ford_coupe,1.728651149879301e-05
paint_color_black,0.0001897817386052052
manufacturer_type_mazda_sedan,9.323519854942397e-06
manufacturer_honda,0.00017674130474698568
is_excellent,0.0006341039517917951
state_nm,0.0002062256672190621
manufacturer_type_kia_sedan,2.8781098583285925e-06
type_size_truck_4,0.00011628037502437252
state_ia,2.2696016505105443e-05
type_convertible,0.00011529487025252472
region_tucson,3.0184491248107237e-06
condition_excellent,0.00039182850322938556
transmission_automatic,4.716464375759382e-05
is_silver,0.0001528898214514067
fuel_gas,9.458089418529214e-05
odometerpercar-age,0.0023292492195206415
condition_like new,1.8019108695020193e-05
type_size_pickup_3,3.631592692412977e-06
state_tx,1.3695379674771857e-07
manufacturer_audi,3.489014360917586e-05
title_status_salvage,5.6312108599188004e-05
odometerpermanufacturer,0.002062990117874969
manufacturer_type_toyota_sedan,5.0807985559030155e-05
state_mn,1.416988655322804e-05
region_richmond,1.498116590492593e-05
manufacturer_type_ford_van,2.025711353415005e-05
manufacturer_type_ram_truck,0.00010376845711435045
region_north jersey,1.1188738576528579e-05
manufacturer_toyota,2.9209411280609054e-05
state_nv,1.5361632516863732e-05
type_truck,0.00011579821499901888
manufacturer_type_ford_truck,3.7803746959497175e-06
truck_diesel,0.0001222603702505376
