,importance
region_western ky,0.0
region_western maryland,0.0
region_western massachusetts,0.0
region_western slope,0.0
region_wichita,0.0
region_wichita falls,0.0
region_williamsport,0.0
region_wilmington,0.0
region_tyler / east tx,0.0
region_twin falls,0.0
region_tuscaloosa,0.0
region_tulsa,0.0
region_st cloud,0.0
region_st george,0.0
region_st joseph,0.0
"region_st louis, mo",0.0
region_state college,0.0
region_stillwater,0.0
region_stockton,0.0
region_susanville,0.0
region_syracuse,0.0
region_tallahassee,0.0
region_tampa bay area,0.0
region_terre haute,0.0
region_texarkana,0.0
region_texoma,0.0
region_the thumb,0.0
region_toledo,0.0
region_topeka,0.0
region_treasure coast,0.0
region_tri-cities,0.0
region_winchester,0.0
region_worcester / central ma,0.0
region_new orleans,0.0
region_bakersfield,0.0
region_baton rouge,0.0
manufacturer_mini,0.0
manufacturer_mitsubishi,0.0
manufacturer_pontiac,0.0
manufacturer_porsche,0.0
region_baltimore,0.0
manufacturer_rover,0.0
manufacturer_saturn,0.0
manufacturer_volvo,0.0
region_austin,0.0
region_wyoming,0.0
region_bend,0.0
condition_new,0.0
region_atlanta,0.0
fuel_electric,0.0
region_athens,0.0
fuel_hybrid,0.0
fuel_other,0.0
title_status_clean,0.0
title_status_lien,0.0
manufacturer_mercedes-benz,0.0
manufacturer_lincoln,0.0
manufacturer_lexus,0.0
manufacturer_land rover,0.0
region_yakima,0.0
region_york,0.0
region_youngstown,0.0
region_yuba-sutter,0.0
region_yuma,0.0
region_zanesville / cambridge,0.0
manufacturer_acura,0.0
manufacturer_alfa-romeo,0.0
manufacturer_aston-martin,0.0
manufacturer_buick,0.0
manufacturer_cadillac,0.0
region_bellingham,0.0
manufacturer_chrysler,0.0
manufacturer_fiat,0.0
region_beaumont / port arthur,0.0
manufacturer_gmc,0.0
region_battle creek,0.0
manufacturer_infiniti,0.0
manufacturer_jaguar,0.0
region_st augustine,0.0
region_springfield,0.0
region_spokane / coeur d'alene,0.0
region_port huron,0.0
region_outer banks,0.0
region_palm springs,0.0
region_panama city,0.0
region_pensacola,0.0
region_peoria,0.0
region_philadelphia,0.0
region_phoenix,0.0
region_plattsburgh-adirondacks,0.0
region_poconos,0.0
region_portland,0.0
region_space coast,0.0
region_potsdam-canton-massena,0.0
region_prescott,0.0
region_pueblo,0.0
region_pullman / moscow,0.0
region_raleigh / durham / ch,0.0
region_rapid city / west sd,0.0
region_reading,0.0
region_redding,0.0
region_reno / tahoe,0.0
region_orlando,0.0
region_oregon coast,0.0
region_orange county,0.0
region_oneonta,0.0
region_new river valley,0.0
region_north central fl,0.0
region_north dakota,0.0
region_north mississippi,0.0
region_north platte,0.0
region_northeast sd,0.0
region_northern michigan,0.0
region_northern panhandle,0.0
region_northern wi,0.0
region_northwest ct,0.0
region_northwest ga,0.0
region_northwest ks,0.0
region_northwest ok,0.0
region_ocala,0.0
region_odessa / midland,0.0
region_okaloosa / walton,0.0
region_oklahoma city,0.0
region_olympic peninsula,0.0
region_omaha / council bluffs,0.0
region_rhode island,0.0
region_roanoke,0.0
region_rockford,0.0
region_shreveport,0.0
region_sioux city,0.0
region_sioux falls / se sd,0.0
region_siskiyou county,0.0
region_skagit / island / sji,0.0
region_south bend / michiana,0.0
region_south coast,0.0
region_south dakota,0.0
region_south florida,0.0
region_south jersey,0.0
region_southeast ia,0.0
region_southeast ks,0.0
region_southeast missouri,0.0
region_southern illinois,0.0
region_southern maryland,0.0
region_southern wv,0.0
region_southwest ks,0.0
region_southwest michigan,0.0
region_southwest mn,0.0
region_southwest va,0.0
region_sierra vista,0.0
region_show low,0.0
region_roseburg,0.0
region_sheboygan,0.0
region_roswell / carlsbad,0.0
region_sacramento,0.0
region_saginaw-midland-baycity,0.0
region_salem,0.0
region_salt lake city,0.0
region_san angelo,0.0
region_san antonio,0.0
region_san diego,0.0
region_san luis obispo,0.0
region_sandusky,0.0
region_santa barbara,0.0
region_santa fe / taos,0.0
region_santa maria,0.0
region_sarasota-bradenton,0.0
region_savannah / hinesville,0.0
region_scottsbluff / panhandle,0.0
region_scranton / wilkes-barre,0.0
region_seattle-tacoma,0.0
region_sf bay area,0.0
manufacturer_type_volvo_sedan,0.0
