,importance
type_size_hatchback_3,4.1828220181727715e-05
type_size_SUV_4,0.00010358446597003024
manufacturer_ram,0.00018210844545807348
manufacturer_type_hyundai_sedan,1.862250655415565e-05
manufacturer_hyundai,4.942896925985707e-06
yearperdrive,0.0015094341817611624
type_coupe,9.963302679816266e-05
region_rochester,3.230228613282371e-05
condition_good,5.9322660244109926e-05
state_ca,2.217426889883356e-05
odometer-inverse,0.001888576171934631
manufacturer_jeep,3.011815999265366e-05
type_hatchback,2.399199134073271e-05
type_size_SUV_3,4.6118932848004945e-05
type_size_sedan_2,9.577870804000632e-05
title_status_score,0.0004910391454501109
paint_color_red,9.062757997446713e-06
condition_score,0.004468462522972138
manufacturer_type_ford_pickup,1.5800590992265384e-05
manufacturer_subaru,6.193326936321242e-05
type_sedan,0.00020039535849236678
paint_color_brown,6.8002817910084445e-06
is_rebuilt,0.00010943175746269684
manufacturer_type_bmw_sedan,1.6265206296939283e-05
yearpertransmission,0.000913135938725566
manufacturer_type_ford_SUV,0.00010240541214701082
state_wi,4.300848303717686e-06
region_las vegas,3.326615981791292e-06
paint_color_green,0.002202575692784564
manufacturer_type_bmw_SUV,2.671557105404787e-05
drive_rwd,1.1613812404775992e-05
yearpermanufacturer,0.002643753473560226
odometer,0.0024614991590855167
state_fl,8.69273642667423e-06
type_size_mini-van_4,6.866584752129867e-06
log-odmeter,0.0013140866014506331
manufacturer_kia,4.513018595053708e-05
is_sedan,0.00011395021375770753
state_ga,3.795634723363639e-05
odometerpertransmission,0.0010000941702935722
type_size_truck_3,3.8445260770458844e-06
manufacturer_type_buick_SUV,4.959475222454657e-05
type_pickup,8.768881535070605e-05
manufacturer_bmw,1.479301480733497e-05
type_size_coupe_3,4.979054370579661e-06
odometerperdrive,0.003011648516568849
drive_fwd,0.0006821201919127162
type_SUV,0.0002835005558328163
transmission_manual,6.563979064289072e-05
manufacturer_type_honda_SUV,2.2387375295807033e-06
region_norfolk / hampton roads,1.7962445428842955e-06
yearpertype,0.002456629949253745
state_ny,8.288480473334081e-05
condition_fair,0.0017719610171624822
type_size_pickup_4,6.820824365338929e-05
type_mini-van,2.9428686768584456e-05
manufacturer_type_honda_sedan,6.646508547469843e-05
state_or,1.008678918856809e-05
manufacturer_type_audi_sedan,2.3231575818627448e-05
