,importance
state_tn,5.908124271547521e-05
cylinders,0.0004526863288558669
manufacturer_type_ford_sedan,1.694662901563504e-06
region_albany,2.280733891479869e-05
state_wa,5.277830327843347e-05
state_oh,6.225190973374595e-06
manufacturer_type_chevrolet_sedan,4.283398730242638e-05
manufacturer_type_subaru_SUV,2.991597391144296e-06
paint_color_grey,0.0002576995380854097
type_size_coupe_2,7.956870007319594e-08
odometerperfuel,0.00153335241261221
state_az,7.012407231199447e-05
manufacturer_nissan,6.621906813109035e-06
manufacturer_type_nissan_sedan,1.5447508285859612e-05
is_fwd,0.0012169974402818085
drive_4wd,0.0009237869927269937
manufacturer_chevrolet,0.0004252083441409482
manufacturer_dodge,5.924923659605952e-05
manufacturer_type_buick_sedan,2.224084104440749e-06
type_size_sedan_3,0.0001578758545408565
manufacturer_ford,1.9872067555049e-05
transmission_other,1.9895800345892667e-05
type_size_hatchback_2,3.229764730239282e-05
state_ok,1.5598378854786432e-05
manufacturer_type_volkswagen_sedan,6.451109730853943e-06
yearperfuel,0.0016966017391362165
"region_washington, dc",5.2078170274860724e-05
region_boise,7.254945474488572e-06
manufacturer_mercury,1.3354957236533238e-05
manufacturer_type_chevrolet_pickup,0.00011910503079670676
type_size_van_4,3.824623112436143e-06
state_pa,0.00014721945537088388
state_va,4.166696573104645e-06
type_van,8.297497646303498e-05
manufacturer_type_chevrolet_coupe,0.0
paint_color_white,0.00034428411793863134
type_size_sedan_4,7.233697303110631e-05
year,0.001451568942206105
fuel_diesel,0.0007703758976425057
manufacturer_mazda,6.376834805976728e-06
region_los angeles,7.318038567571961e-06
car-age-inverse,0.0008294732373488323
condition_salvage,1.7548632593289426e-05
manufacturer_volkswagen,1.239334068792175e-05
manufacturer_type_ford_coupe,5.99839602877239e-07
paint_color_black,0.00012146439469029602
manufacturer_type_mazda_sedan,1.0228476909901474e-06
manufacturer_honda,0.0001934339627531756
is_excellent,0.0007331585225073267
state_nm,2.2934677421204697e-05
manufacturer_type_kia_sedan,6.44665810556333e-06
type_size_truck_4,7.617894622624632e-05
state_ia,1.7935104673405533e-05
type_convertible,0.00010282522927296256
region_tucson,1.583751702227687e-06
condition_excellent,0.0004388384075300067
transmission_automatic,2.165080492932958e-05
is_silver,0.00026925619884110574
fuel_gas,0.00013444661341610598
odometerpercar-age,0.0019586385828296304
condition_like new,2.0826277243202185e-05
type_size_pickup_3,1.7480381102608078e-06
state_tx,1.1433633950730382e-06
manufacturer_audi,4.5572860043918695e-05
title_status_salvage,4.493298476404561e-06
odometerpermanufacturer,0.0014818340799427343
manufacturer_type_toyota_sedan,2.3102619496562227e-05
state_mn,3.769437103295914e-05
region_richmond,1.8180053027450072e-06
manufacturer_type_ford_van,2.695717700618161e-06
manufacturer_type_ram_truck,6.646172740376599e-05
region_north jersey,7.693327658486737e-06
manufacturer_toyota,2.0815288808151422e-05
state_nv,4.8471086104839856e-06
type_truck,0.0001389353359830814
manufacturer_type_ford_truck,2.3059683122994556e-06
truck_diesel,0.00013346214321252603
region_pittsburgh,4.588250675396921e-06
odometerpertype,0.004691051134964486
