,importance
type_size_sedan_3,7.045616557554979e-05
manufacturer_type_buick_sedan,0.0
yearperfuel,0.001359347439817249
type_size_coupe_3,5.817124026918918e-07
state_tx,1.4448686480150741e-05
manufacturer_type_ford_truck,4.240486006779065e-07
manufacturer_type_ford_van,0.0
manufacturer_type_chevrolet_coupe,3.4211259425376284e-07
type_mini-van,6.518390397047824e-05
condition_fair,0.003057455794828634
type_truck,3.286413124570231e-05
type_size_pickup_4,5.813127046394584e-07
manufacturer_honda,7.870922527430935e-05
manufacturer_jeep,1.7022205128114365e-05
type_size_coupe_2,2.6856391102114685e-06
yearpertype,0.00204819589235683
odometerpermanufacturer,0.0013544960693856467
"region_washington, dc",1.4724488735851082e-05
type_size_truck_4,1.5102999370242287e-05
manufacturer_subaru,2.9760580567028683e-05
manufacturer_dodge,4.2090709939657245e-07
manufacturer_type_volkswagen_sedan,2.585048708247939e-05
manufacturer_type_hyundai_sedan,4.6940952479701537e-05
condition_salvage,2.6337181646240992e-05
type_hatchback,8.405037391412407e-06
type_size_sedan_2,0.00017368950347318446
type_convertible,5.055310912993605e-06
state_va,4.634230030831077e-07
odometerperdrive,0.0024570016804528194
region_tucson,0.0
manufacturer_mercury,0.00017565297798327606
state_pa,4.084216903788018e-05
region_richmond,0.0
manufacturer_type_nissan_sedan,2.6141004431323722e-05
type_pickup,4.446741709074331e-06
manufacturer_type_buick_SUV,0.0
region_albany,1.1056421509891834e-05
type_van,5.9682653374082406e-05
manufacturer_type_mazda_sedan,0.0
type_sedan,0.00027192541812048887
fuel_gas,1.6851403216833205e-05
odometerpertransmission,0.0013424529359289394
manufacturer_type_ford_sedan,2.6324888064976903e-06
yearperdrive,0.0017590537120479866
manufacturer_volkswagen,6.474628018970918e-05
manufacturer_ford,0.000114967221216844
cylinders,0.0006153641603461324
type_size_SUV_4,3.956362730761498e-05
state_fl,3.065685312719779e-06
manufacturer_audi,3.975646185772064e-05
type_size_pickup_3,0.0
manufacturer_hyundai,1.3618202714837935e-05
region_new york city,0.0
is_sedan,0.00015453325496572745
is_rebuilt,7.701415391458966e-05
paint_color_black,0.0002487054651698628
condition_score,0.0027944189258928276
type_size_hatchback_3,1.7223936927379668e-05
manufacturer_type_ford_coupe,9.60134602934204e-07
is_fwd,0.0008847656766137746
yearpertransmission,0.0010328069597484446
year,0.001257304487585209
manufacturer_type_ram_truck,6.9576468177956485e-06
manufacturer_type_bmw_SUV,9.600623620542592e-06
manufacturer_type_ford_pickup,1.96958804821179e-07
region_boise,0.0
state_wa,1.6810069070061218e-06
region_norfolk / hampton roads,4.910819839665237e-08
condition_excellent,0.0007289866667368194
manufacturer_ram,7.908715023319246e-06
manufacturer_type_toyota_sedan,1.495667085293917e-06
transmission_other,1.191650403242761e-06
manufacturer_type_chevrolet_pickup,0.0
manufacturer_type_honda_sedan,0.0002375618530532364
state_oh,4.935411393347522e-06
is_silver,0.00022694614209251007
state_ga,6.907990268700814e-08
paint_color_white,0.00022128726112669028
title_status_score,0.0003677956540668603
drive_4wd,0.000813491280466927
manufacturer_type_kia_sedan,1.703270719133343e-06
manufacturer_toyota,7.181730500338546e-05
type_size_truck_3,0.0
region_north jersey,4.3157598383913864e-08
state_mn,6.2698843432684725e-06
state_ia,3.3928609823874467e-06
type_size_coupe_4,9.225454206784889e-06
state_wi,1.9272762836308743e-05
paint_color_grey,3.143305953123843e-05
title_status_rebuilt,4.4304424982932744e-05
odometer-inverse,0.001938898610017059
manufacturer_nissan,6.508344098321572e-06
transmission_manual,0.00011586045983236204
yearpermanufacturer,0.0021210645340001832
region_los angeles,1.4900745135548732e-06
odometer,0.001956265037694749
state_ok,0.0
state_tn,0.0
region_las vegas,0.0
condition_like new,4.61879075785987e-06
odometerperfuel,0.001968766172685932
transmission_automatic,7.901989844683044e-05
odometerpertype,0.0040108942095420375
log-odmeter,0.0011317508713721836
manufacturer_type_chevrolet_SUV,5.549480057709388e-07
is_excellent,0.0004025324707139788
manufacturer_type_subaru_SUV,0.0
fuel_diesel,4.681188700139671e-05
state_nm,0.0003608498420817341
type_SUV,0.00026535755043788356
type_size_hatchback_2,3.626582146232238e-05
paint_color_silver,0.00015916078863220662
state_il,3.3241169823838845e-05
paint_color_red,3.6447495910252314e-05
region_rochester,3.6076800213891147e-07
is_gas,9.642291562528271e-06
state_az,0.0
state_or,7.372890102885776e-07
manufacturer_type_ford_SUV,3.27286457419973e-05
state_nv,0.0
manufacturer_bmw,1.1550703074902913e-05
paint_color_brown,4.1563691929979996e-05
state_ny,7.644416552232691e-05
manufacturer_mazda,3.860443570147254e-06
paint_color_blue,0.00021843620708494882
manufacturer_type_chevrolet_sedan,7.348852395949734e-06
paint_color_green,0.0018166312837379905
condition_good,0.0001077840088790083
manufacturer_type_audi_sedan,8.907913127131906e-07
manufacturer_type_bmw_sedan,1.4569153172772076e-06
manufacturer_type_honda_SUV,8.612699211596464e-07
type_coupe,1.1665115493997291e-05
type_size_SUV_3,2.063851309319631e-05
manufacturer_kia,3.343502184360858e-05
truck_diesel,0.0
odometerpercar-age,0.002313967001924766
title_status_salvage,9.046060113071519e-05
drive_fwd,0.0005203185655737741
type_size_van_4,2.1243592023267865e-06
car-age-inverse,0.0006712142528880749
state_nj,4.215277177088694e-05
region_pittsburgh,0.0
state_ca,4.142754912450641e-06
type_size_sedan_4,4.917399912329756e-05
manufacturer_chevrolet,0.0001599759056070127
drive_rwd,2.9286029850084105e-06
is_automatic,4.441177567926502e-05
type_size_mini-van_4,0.0
