,importance
type_size_sedan_3,0.00014006500133234567
manufacturer_type_buick_sedan,2.9526849885996853e-05
yearperfuel,0.005979305188539286
type_size_coupe_3,0.0001868692765398805
state_tx,7.703869295738741e-05
manufacturer_type_ford_truck,8.850749317446116e-05
manufacturer_type_ford_van,3.383289012504065e-06
manufacturer_type_chevrolet_coupe,1.5679311061944645e-05
type_mini-van,0.00042508222239945326
condition_fair,0.0034036761313060993
type_truck,0.00010835383506702101
type_size_pickup_4,4.763070059254915e-05
manufacturer_honda,0.00027575350772934826
manufacturer_jeep,1.7063978035025684e-05
type_size_coupe_2,0.00010319664209390567
yearpertype,0.00891028991356535
odometerpermanufacturer,0.005959707614728416
"region_washington, dc",3.0158721976647485e-05
type_size_truck_4,0.00011228999310475274
manufacturer_subaru,4.595420208630685e-05
manufacturer_dodge,0.00011369889981693859
manufacturer_type_volkswagen_sedan,8.840003413013164e-05
manufacturer_type_hyundai_sedan,0.0002586604285781391
condition_salvage,0.0001244825653117232
type_hatchback,0.0004276207666293885
type_size_sedan_2,0.0005334370831775459
type_convertible,0.00012904046583628315
state_va,2.566832287698162e-05
odometerperdrive,0.006574510901920405
region_tucson,9.421579818535974e-07
manufacturer_mercury,0.0005602968540472375
state_pa,0.00012519713598635462
region_richmond,2.627105004648911e-06
manufacturer_type_nissan_sedan,0.00013169322079420454
type_pickup,4.772700002320107e-05
manufacturer_type_buick_SUV,7.758270891855545e-05
region_albany,6.281331279467395e-05
type_van,8.693409080962056e-05
manufacturer_type_mazda_sedan,9.861397516885972e-05
type_sedan,0.0006739598165310667
fuel_gas,0.0001375779539714017
odometerpertransmission,0.005081948947683657
manufacturer_type_ford_sedan,0.00013818661616227246
yearperdrive,0.005280031861019552
manufacturer_volkswagen,0.00019377007792087397
manufacturer_ford,0.00017861073341407518
cylinders,0.001369183792427009
type_size_SUV_4,0.00014460839746277543
state_fl,0.00014794723432487444
manufacturer_audi,0.0002357647673463248
type_size_pickup_3,7.42599301872815e-06
manufacturer_hyundai,6.350779836594711e-05
region_new york city,2.1888500043587555e-06
is_sedan,0.00038187751959384286
is_rebuilt,0.00030408318692565217
paint_color_black,0.00038393295810834616
condition_score,0.005307764021651451
type_size_hatchback_3,0.00010151398885938079
manufacturer_type_ford_coupe,0.00013568565300658975
is_fwd,0.0013305001669436933
yearpertransmission,0.005065835698104593
year,0.0031738914654724226
manufacturer_type_ram_truck,5.4647284031261734e-05
manufacturer_type_bmw_SUV,5.204209644915636e-05
manufacturer_type_ford_pickup,9.84146807070374e-06
region_boise,5.865544895300445e-05
state_wa,0.00011941855857600103
region_norfolk / hampton roads,1.6104158859775453e-05
condition_excellent,0.0012774229680516669
manufacturer_ram,0.00017553469748321504
manufacturer_type_toyota_sedan,0.00013094243085731705
transmission_other,2.959517496492481e-05
manufacturer_type_chevrolet_pickup,6.830314086414546e-05
manufacturer_type_honda_sedan,0.0005436395961879725
state_oh,4.718779305790122e-05
is_silver,0.0008345094624360172
state_ga,6.552536110859819e-05
paint_color_white,0.00023894387390299698
title_status_score,0.0016820705659839064
drive_4wd,0.0016332888463921336
manufacturer_type_kia_sedan,1.2278548979338666e-05
manufacturer_toyota,0.0003366160534312712
type_size_truck_3,1.5233385056490079e-05
region_north jersey,8.956082052691272e-05
state_mn,5.856920783031683e-05
state_ia,2.385520608072511e-05
type_size_coupe_4,8.376352189998215e-05
state_wi,0.00010041601220933671
paint_color_grey,0.0001615600041091625
title_status_rebuilt,0.00017963694738654112
odometer-inverse,0.005188208021991159
manufacturer_nissan,6.383901301632022e-05
transmission_manual,0.0005141079111581348
yearpermanufacturer,0.0074649882088095865
region_los angeles,3.7500337747076173e-05
odometer,0.00497019076539118
state_ok,5.351819993393292e-06
state_tn,2.3071443152389293e-05
region_las vegas,1.847311992264622e-06
condition_like new,4.51193601520572e-05
odometerperfuel,0.006039771059562327
transmission_automatic,0.00043266907105987684
odometerpertype,0.00820317943413329
log-odmeter,0.002845268131956402
manufacturer_type_chevrolet_SUV,1.9538994997958525e-05
is_excellent,0.0006790573725368176
manufacturer_type_subaru_SUV,0.0
fuel_diesel,0.00046323191051556023
state_nm,0.000884712438299573
type_SUV,0.0004842788736851844
