,importance
odometer,0.002011639922931324
truck_diesel,0.00010486248092611561
manufacturer_ford,4.4620064936218284e-06
year,0.0013857006186850885
manufacturer_chevrolet,0.00026235982100396293
type_size_SUV_4,8.387713590307655e-05
type_pickup,1.2053289630387098e-05
type_size_sedan_3,8.499912015029476e-05
state_il,7.79786812658001e-05
"region_washington, dc",8.82500365002592e-05
manufacturer_type_chevrolet_pickup,0.00017935377092914706
region_las vegas,1.5432102842938278e-05
state_ok,4.151982310274249e-05
manufacturer_type_hyundai_sedan,4.2108793524509025e-05
type_size_SUV_3,7.060082728005401e-05
manufacturer_type_nissan_sedan,9.053341894993405e-06
odometerpertype,0.002874910150545204
odometerpercar-age,0.0011461097143343599
condition_salvage,2.207163489309494e-06
region_boise,1.8396657743835476e-05
odometerperdrive,0.0016241760772008147
state_tn,9.702920357401723e-06
type_size_van_4,2.814526928851535e-05
title_status_score,0.00046273461418343265
type_size_sedan_2,0.00015882564489200224
state_mn,4.163861515715794e-05
region_tucson,1.4523099487240287e-05
state_ga,4.202154415766657e-06
yearperdrive,0.0020456409388675935
state_wi,1.7890598061676144e-05
manufacturer_type_ford_coupe,5.0306099851522845e-06
condition_good,3.3481792653250464e-05
yearpermanufacturer,0.00215511621651241
state_ny,4.873394201320401e-05
state_fl,4.831845431266246e-05
manufacturer_type_bmw_sedan,2.19091013420325e-05
manufacturer_type_ford_pickup,1.7869068242859498e-06
state_or,2.0125461382525245e-05
region_richmond,1.1907057247295683e-05
drive_rwd,3.3100113639994433e-06
paint_color_red,1.9798613775545704e-05
type_size_mini-van_4,5.944188621764823e-06
transmission_automatic,3.232075739900697e-05
manufacturer_bmw,8.894413631077569e-05
transmission_manual,0.00010110882388059128
manufacturer_type_volkswagen_sedan,3.850002191052582e-06
manufacturer_jeep,4.477847933026524e-05
is_sedan,0.000211295522620408
state_ca,6.667692894236476e-06
manufacturer_type_ram_truck,7.884577547079274e-05
title_status_salvage,4.655265661079877e-05
region_norfolk / hampton roads,3.913337363270486e-06
condition_fair,0.003120375162825151
manufacturer_type_ford_sedan,7.546622206922038e-06
cylinders,0.00041333106149826857
type_mini-van,1.3053507385590857e-05
manufacturer_audi,4.3975504776083696e-05
manufacturer_honda,0.00013802572906862487
fuel_diesel,0.00039617683547476384
type_SUV,0.0003217324900709473
paint_color_silver,0.0001631746935085443
manufacturer_mercury,5.974911076789269e-06
manufacturer_toyota,1.5590844766988354e-05
state_nj,0.00010092676868211914
manufacturer_dodge,5.275260570503093e-05
manufacturer_type_audi_sedan,7.4843541213454046e-06
type_size_sedan_4,1.5369640046891675e-05
manufacturer_type_ford_truck,1.1629203145346878e-05
is_fwd,0.000930696489040872
title_status_rebuilt,0.00016359835177637283
region_rochester,5.743552384185335e-05
manufacturer_ram,8.92093388912274e-05
odometerperfuel,0.0012147882357558997
state_nm,0.00012511041765328468
manufacturer_type_mazda_sedan,1.4958829770428395e-06
