,importance
odometer,0.0037319800231898625
truck_diesel,6.184668410469385e-05
manufacturer_ford,7.849948221405612e-05
year,0.002139015595219007
manufacturer_chevrolet,0.00048476314082535055
type_size_SUV_4,9.273774708162819e-05
type_pickup,1.1494024931835156e-05
type_size_sedan_3,0.0002763961070542109
state_il,0.00010405481286213103
"region_washington, dc",2.9996112516528228e-05
manufacturer_type_chevrolet_pickup,4.122553936269924e-05
region_las vegas,0.0
state_ok,8.685440207045758e-07
manufacturer_type_hyundai_sedan,9.408280690337278e-05
type_size_SUV_3,1.0136357943224539e-05
manufacturer_type_nissan_sedan,9.971571522271461e-05
odometerpertype,0.006448334784806775
odometerpercar-age,0.004464382169039993
condition_salvage,5.083981093179091e-05
region_boise,6.155963224330208e-05
odometerperdrive,0.00420655220143118
state_tn,9.784046561378545e-06
type_size_van_4,2.990759924159647e-07
title_status_score,0.0007418603654230083
type_size_sedan_2,0.00033001665671150704
state_mn,2.105593920020965e-05
region_tucson,2.2593829385186837e-07
state_ga,2.8278850933816102e-05
yearperdrive,0.0038190341382957627
state_wi,9.032550102716641e-05
manufacturer_type_ford_coupe,6.355915580513738e-06
condition_good,0.00030713893662692726
yearpermanufacturer,0.004584115048686499
state_ny,4.8980649673069365e-05
state_fl,3.621559929456453e-05
manufacturer_type_bmw_sedan,1.044176340769809e-05
manufacturer_type_ford_pickup,7.880571978091666e-06
state_or,3.975984405713007e-06
region_richmond,5.436926997504088e-07
drive_rwd,3.939832286192768e-05
paint_color_red,3.179262444064079e-05
type_size_mini-van_4,9.68971769594873e-05
transmission_automatic,0.00015362073236246943
manufacturer_bmw,2.5505274130921407e-05
transmission_manual,0.00021477597256591707
manufacturer_type_volkswagen_sedan,5.133600759421597e-05
manufacturer_jeep,2.483143094167417e-05
is_sedan,0.00048321658655225974
state_ca,0.00011375402940672075
manufacturer_type_ram_truck,3.423569010863048e-05
title_status_salvage,0.00014977785423297973
region_norfolk / hampton roads,5.81618996875477e-06
condition_fair,0.003771010576649303
manufacturer_type_ford_sedan,1.6316968718399494e-05
cylinders,0.0010113973971428436
type_mini-van,0.00029735407674280623
manufacturer_audi,0.0001627487619160206
manufacturer_honda,0.0003025363944217929
fuel_diesel,0.0006528200741442447
type_SUV,0.0005105001204057658
paint_color_silver,0.0005775614405862939
manufacturer_mercury,0.0003482644787737854
manufacturer_toyota,0.0003091527622913759
state_nj,0.0001567599659466623
manufacturer_dodge,2.7620089980473495e-05
manufacturer_type_audi_sedan,0.00013033103918047573
type_size_sedan_4,0.00024249594779490735
manufacturer_type_ford_truck,3.752049900640486e-05
is_fwd,0.0012590234822695834
title_status_rebuilt,0.00018964813973099126
region_rochester,1.3606888202843948e-06
manufacturer_ram,0.00014623463562912775
odometerperfuel,0.004055321980523274
state_nm,0.00044123062303214056
manufacturer_type_mazda_sedan,1.3021710003613407e-06
manufacturer_type_chevrolet_coupe,6.226963549238462e-06
state_wa,9.068236703768662e-05
region_north jersey,2.767788302548979e-06
yearpertransmission,0.0026371013449875136
drive_4wd,0.0013027325692576142
yearpertype,0.005725228116425285
manufacturer_type_buick_sedan,7.1731339943426065e-06
paint_color_white,0.00019879370099573634
type_size_pickup_3,5.242140090899738e-07
odometerpermanufacturer,0.00370397230459929
state_ia,6.262952501856489e-05
type_size_truck_4,4.885263117415661e-05
odometerpertransmission,0.0032151570245702032
state_pa,6.297806750410473e-05
odometer-inverse,0.0027908871589090722
region_los angeles,1.5202842682526807e-05
manufacturer_mazda,1.7833647532938812e-05
manufacturer_kia,3.401919515511054e-05
type_sedan,0.0002936845261842791
paint_color_grey,7.49795774979134e-05
drive_fwd,0.0006116583192792291
type_size_coupe_4,1.736748696146151e-05
paint_color_green,0.0032689774876502042
is_gas,0.00016715118807297813
is_automatic,9.058191115229874e-05
manufacturer_hyundai,2.959093797727519e-05
is_rebuilt,0.00011238790406764565
state_tx,1.442413000063425e-05
state_va,2.5716607325421137e-05
manufacturer_type_chevrolet_sedan,2.8445940259302915e-05
manufacturer_type_buick_SUV,0.0
manufacturer_type_ford_van,1.3628699946366396e-07
manufacturer_type_subaru_SUV,2.795226521357108e-06
manufacturer_type_bmw_SUV,3.0282491117361587e-05
is_excellent,0.0009426415839328683
manufacturer_type_kia_sedan,5.718540002419559e-06
state_az,5.063844364627812e-05
manufacturer_type_ford_SUV,0.00013311533597004654
manufacturer_type_toyota_sedan,3.0657229878272574e-05
condition_excellent,0.0005485349025917685
type_size_hatchback_2,0.00023946862961565785
is_silver,0.0003486861694952381
yearperfuel,0.003126698772554448
transmission_other,6.290993979973791e-06
type_size_hatchback_3,1.806499388123939e-05
region_new york city,1.2081500244676135e-07
region_pittsburgh,2.1485417036615218e-06
manufacturer_subaru,0.0001282424222353029
type_van,5.298221387306512e-05
type_truck,4.8721633316262114e-05
paint_color_blue,0.0002901828207839685
manufacturer_type_honda_sedan,0.00045791850747889384
manufacturer_volkswagen,5.594281631715603e-05
manufacturer_type_chevrolet_SUV,1.6172877877806968e-05
condition_score,0.003754569174738265
type_convertible,2.6452169734625386e-05
paint_color_black,0.00017757142745367105
state_oh,2.9015125427633848e-05
type_size_coupe_2,1.0589009988848375e-05
region_albany,0.00011529200747872892
log-odmeter,0.001952311017419106
type_size_coupe_3,0.00011821131798228635
car-age-inverse,0.0011102636133912824
paint_color_brown,0.00019133515911562426
type_hatchback,9.607793622024019e-05
type_coupe,0.00016511890542147967
type_size_truck_3,1.1874799810129844e-07
state_nv,0.0
type_size_pickup_4,1.3595419620315852e-05
fuel_gas,9.415416943525656e-05
manufacturer_nissan,7.289650653774515e-06
manufacturer_type_honda_SUV,7.021896983872011e-06
condition_like new,2.7787271982049333e-05
